date,visitor,visitor_pts,home,home_pts,link,ot,attendance,notes,start_time
2008-04-10,Denver Nuggets,114,Golden State Warriors,105,Box Score,,20737,,8:00 pm
2008-04-10,Los Angeles Lakers,106,Los Angeles Clippers,78,Box Score,,20084,,10:30 pm
2008-04-11,Milwaukee Bucks,86,Boston Celtics,102,Box Score,,18624,,7:30 pm
2008-04-11,Cleveland Cavaliers,95,Chicago Bulls,100,Box Score,,22084,,7:00 pm
2008-04-11,Washington Wizards,74,Detroit Pistons,102,Box Score,,22076,,8:00 pm
2008-04-11,Phoenix Suns,90,Houston Rockets,101,Box Score,,18489,,8:30 pm
2008-04-11,New Orleans Hornets,104,Los Angeles Lakers,107,Box Score,,18997,,10:30 pm
2008-04-11,Memphis Grizzlies,96,Miami Heat,91,Box Score,,19017,,7:30 pm
2008-04-11,Atlanta Hawks,116,New York Knicks,104,Box Score,,19763,,7:30 pm
2008-04-11,Minnesota Timberwolves,102,Orlando Magic,101,Box Score,,17519,,7:00 pm
2008-04-11,Indiana Pacers,85,Philadelphia 76ers,76,Box Score,,19481,,7:00 pm
2008-04-11,Portland Trail Blazers,86,Sacramento Kings,103,Box Score,,13327,,10:00 pm
2008-04-11,Seattle SuperSonics,74,San Antonio Spurs,95,Box Score,,18797,,8:30 pm
2008-04-11,New Jersey Nets,85,Toronto Raptors,113,Box Score,,19800,,7:00 pm
2008-04-12,Boston Celtics,99,Atlanta Hawks,89,Box Score,,20098,,7:00 pm
2008-04-12,Los Angeles Clippers,116,Golden State Warriors,122,Box Score,,19706,,10:30 pm
2008-04-12,Charlotte Bobcats,107,Indiana Pacers,103,Box Score,,14265,,7:00 pm
2008-04-12,Minnesota Timberwolves,114,Memphis Grizzlies,105,Box Score,,14873,,8:00 pm
2008-04-12,New Jersey Nets,111,Milwaukee Bucks,98,Box Score,,18717,,8:30 pm
2008-04-12,Dallas Mavericks,105,Portland Trail Blazers,108,Box Score,,19980,,10:00 pm
2008-04-12,New Orleans Hornets,91,Sacramento Kings,94,Box Score,,14965,,10:00 pm
2008-04-12,Denver Nuggets,97,Utah Jazz,124,Box Score,,19911,,9:00 pm
2008-04-12,Philadelphia 76ers,93,Washington Wizards,109,Box Score,,20173,,7:00 pm
2008-04-13,Orlando Magic,104,Chicago Bulls,84,Box Score,,21973,,7:00 pm
2008-04-13,Miami Heat,76,Cleveland Cavaliers,84,Box Score,,20562,,6:00 pm
2008-04-13,Houston Rockets,94,Denver Nuggets,111,Box Score,,19720,,9:00 pm
2008-04-13,Toronto Raptors,84,Detroit Pistons,91,Box Score,,22076,,1:00 pm
2008-04-13,San Antonio Spurs,85,Los Angeles Lakers,106,Box Score,,18997,,3:30 pm
2008-04-13,Dallas Mavericks,95,Seattle SuperSonics,99,Box Score,,16272,,9:00 pm
2008-04-14,Chicago Bulls,151,Milwaukee Bucks,135,Box Score,,16212,,8:00 pm
2008-04-14,Boston Celtics,99,New York Knicks,93,Box Score,,19763,,7:30 pm
2008-04-14,Cleveland Cavaliers,91,Philadelphia 76ers,90,Box Score,,20730,,7:00 pm
2008-04-14,Golden State Warriors,116,Phoenix Suns,122,Box Score,,18422,,10:00 pm
2008-04-14,San Antonio Spurs,101,Sacramento Kings,98,Box Score,,15334,,10:00 pm
2008-04-14,Miami Heat,75,Toronto Raptors,91,Box Score,,18855,,7:00 pm
2008-04-14,Houston Rockets,96,Utah Jazz,105,Box Score,,19911,,9:00 pm
2008-04-14,Indiana Pacers,110,Washington Wizards,117,Box Score,,15552,,7:00 pm
2008-04-15,Orlando Magic,121,Atlanta Hawks,105,Box Score,,18738,,7:00 pm
2008-04-15,Minnesota Timberwolves,103,Detroit Pistons,115,Box Score,,22076,,7:30 pm
2008-04-15,Sacramento Kings,101,Los Angeles Lakers,124,Box Score,,18997,,10:30 pm
2008-04-15,Charlotte Bobcats,108,New Jersey Nets,112,Box Score,OT,14532,,7:30 pm
2008-04-15,Los Angeles Clippers,92,New Orleans Hornets,114,Box Score,,17388,,8:00 pm
2008-04-15,Memphis Grizzlies,91,Portland Trail Blazers,113,Box Score,,19980,,10:00 pm
2008-04-16,New Jersey Nets,94,Boston Celtics,105,Box Score,,18624,,7:30 pm
2008-04-16,Philadelphia 76ers,109,Charlotte Bobcats,115,Box Score,,17043,,7:00 pm
2008-04-16,Toronto Raptors,97,Chicago Bulls,107,Box Score,,21909,,8:30 pm
2008-04-16,Detroit Pistons,84,Cleveland Cavaliers,74,Box Score,,20562,,7:00 pm
