date,start_time,visitor,visitor_pts,home,home_pts,link,ot,attendance,notes
2008-05-14,8:00 pm,Cleveland Cavaliers,89,Boston Celtics,96,Box Score,,18624,
2008-05-14,10:30 pm,Utah Jazz,104,Los Angeles Lakers,111,Box Score,,18997,
2008-05-15,9:00 pm,New Orleans Hornets,80,San Antonio Spurs,99,Box Score,,18797,
2008-05-16,8:00 pm,Boston Celtics,69,Cleveland Cavaliers,74,Box Score,,20562,
2008-05-16,10:30 pm,Los Angeles Lakers,108,Utah Jazz,105,Box Score,,19911,
2008-05-18,3:30 pm,Cleveland Cavaliers,92,Boston Celtics,97,Box Score,,18624,
2008-05-19,8:30 pm,San Antonio Spurs,91,New Orleans Hornets,82,Box Score,,18235,
2008-05-20,8:30 pm,Detroit Pistons,79,Boston Celtics,88,Box Score,,18624,
2008-05-21,9:00 pm,San Antonio Spurs,85,Los Angeles Lakers,89,Box Score,,18997,
2008-05-22,8:30 pm,Detroit Pistons,103,Boston Celtics,97,Box Score,,18624,
2008-05-23,9:00 pm,San Antonio Spurs,71,Los Angeles Lakers,101,Box Score,,18997,
2008-05-24,8:30 pm,Boston Celtics,94,Detroit Pistons,80,Box Score,,22076,
2008-05-25,8:30 pm,Los Angeles Lakers,84,San Antonio Spurs,103,Box Score,,18797,
2008-05-26,8:30 pm,Boston Celtics,75,Detroit Pistons,94,Box Score,,22076,
2008-05-27,9:00 pm,Los Angeles Lakers,93,San Antonio Spurs,91,Box Score,,18797,
2008-05-28,8:30 pm,Detroit Pistons,102,Boston Celtics,106,Box Score,,18624,
2008-05-29,9:00 pm,San Antonio Spurs,92,Los Angeles Lakers,100,Box Score,,18997,
2008-05-30,8:30 pm,Boston Celtics,89,Detroit Pistons,81,Box Score,,22076,
2008-06-05,9:00 pm,Los Angeles Lakers,88,Boston Celtics,98,Box Score,,18624,
2008-06-08,9:00 pm,Los Angeles Lakers,102,Boston Celtics,108,Box Score,,18624,
2008-06-10,9:00 pm,Boston Celtics,81,Los Angeles Lakers,87,Box Score,,18997,
2008-06-12,9:00 pm,Boston Celtics,97,Los Angeles Lakers,91,Box Score,,18997,
2008-06-15,9:00 pm,Boston Celtics,98,Los Angeles Lakers,103,Box Score,,18997,
2008-06-17,9:00 pm,Los Angeles Lakers,92,Boston Celtics,131,Box Score,,18624,
2008-10-28,8:00 pm,Cleveland Cavaliers,85,Boston Celtics,90,Box Score,,18624,
2008-10-28,8:30 pm,Milwaukee Bucks,95,Chicago Bulls,108,Box Score,,21762,
2008-10-28,10:30 pm,Portland Trail Blazers,76,Los Angeles Lakers,96,Box Score,,18997,
2008-10-29,8:00 pm,Indiana Pacers,94,Detroit Pistons,100,Box Score,,22076,
2008-10-29,10:30 pm,New Orleans Hornets,108,Golden State Warriors,103,Box Score,,19128,
2008-10-29,8:30 pm,Memphis Grizzlies,71,Houston Rockets,82,Box Score,,18196,
2008-10-29,10:30 pm,Los Angeles Lakers,117,Los Angeles Clippers,79,Box Score,,19060,
2008-10-29,8:00 pm,Sacramento Kings,96,Minnesota Timberwolves,98,Box Score,,17820,
2008-10-29,7:30 pm,Miami Heat,115,New York Knicks,120,Box Score,,19763,
2008-10-29,8:00 pm,Milwaukee Bucks,98,Oklahoma City Thunder,87,Box Score,,19136,
2008-10-29,7:00 pm,Atlanta Hawks,99,Orlando Magic,85,Box Score,,17461,
2008-10-29,6:00 pm,Toronto Raptors,95,Philadelphia 76ers,84,Box Score,,15750,
2008-10-29,8:00 pm,Phoenix Suns,103,San Antonio Spurs,98,Box Score,,18797,
2008-10-29,9:00 pm,Denver Nuggets,94,Utah Jazz,98,Box Score,,19911,
2008-10-29,7:00 pm,New Jersey Nets,95,Washington Wizards,85,Box Score,,20173,
2008-10-30,7:00 pm,Charlotte Bobcats,79,Cleveland Cavaliers,96,Box Score,,20562,
2008-10-30,8:00 pm,Houston Rockets,112,Dallas Mavericks,102,Box Score,,20066,
2008-10-30,10:30 pm,New Orleans Hornets,108,Phoenix Suns,95,Box Score,,18422,
2008-10-31,8:00 pm,Chicago Bulls,80,Boston Celtics,96,Box Score,,18624,
2008-10-31,10:30 pm,Denver Nuggets,113,Los Angeles Clippers,103,Box Score,OT,11418,
2008-10-31,8:00 pm,Orlando Magic,84,Memphis Grizzlies,86,Box Score,,16139,
2008-10-31,7:30 pm,Sacramento Kings,77,Miami Heat,103,Box Score,,19600,
2008-10-31,7:00 pm,New York Knicks,87,Philadelphia 76ers,116,Box Score,,11717,
2008-10-31,10:30 pm,San Antonio Spurs,99,Portland Trail Blazers,100,Box Score,,20516,
2008-10-31,7:00 pm,Golden State Warriors,108,Toronto Raptors,112,Box Score,OT,19800,
2008-11-01,7:00 pm,Philadelphia 76ers,88,Atlanta Hawks,95,Box Score,,19651,
2008-11-01,7:00 pm,Miami Heat,87,Charlotte Bobcats,100,Box Score,,19238,
2008-11-01,8:30 pm,Memphis Grizzlies,86,Chicago Bulls,96,Box Score,,21785,
2008-11-01,9:00 pm,Los Angeles Lakers,104,Denver Nuggets,97,Box Score,,19651,
2008-11-01,7:30 pm,Washington Wizards,109,Detroit Pistons,117,Box Score,,22076,
2008-11-01,8:30 pm,Oklahoma City Thunder,77,Houston Rockets,89,Box Score,,16996,
2008-11-01,7:00 pm,Boston Celtics,79,Indiana Pacers,95,Box Score,,18165,
2008-11-01,8:30 pm,Toronto Raptors,91,Milwaukee Bucks,87,Box Score,,17036,
2008-11-01,8:00 pm,Dallas Mavericks,95,Minnesota Timberwolves,85,Box Score,,16893,
2008-11-01,7:30 pm,Golden State Warriors,105,New Jersey Nets,97,Box Score,,17390,
2008-11-01,8:00 pm,Cleveland Cavaliers,92,New Orleans Hornets,104,Box Score,,18150,
2008-11-01,7:00 pm,Sacramento Kings,103,Orlando Magic,121,Box Score,,16704,
2008-11-01,10:00 pm,Portland Trail Blazers,96,Phoenix Suns,107,Box Score,,18422,
2008-11-01,9:00 pm,Los Angeles Clippers,79,Utah Jazz,101,Box Score,,19602,
2008-11-02,6:00 pm,Milwaukee Bucks,94,New York Knicks,86,Box Score,,18190,
2008-11-02,7:00 pm,Minnesota Timberwolves,85,Oklahoma City Thunder,88,Box Score,,18163,
2008-11-03,7:00 pm,Detroit Pistons,101,Charlotte Bobcats,83,Box Score,,11023,
2008-11-03,8:30 pm,Cleveland Cavaliers,100,Dallas Mavericks,81,Box Score,,19923,
2008-11-03,10:30 pm,Utah Jazz,89,Los Angeles Clippers,73,Box Score,,12712,
2008-11-03,8:00 pm,Golden State Warriors,79,Memphis Grizzlies,90,Box Score,,10121,
2008-11-03,7:00 pm,Chicago Bulls,93,Orlando Magic,96,Box Score,,15606,
2008-11-03,7:00 pm,Sacramento Kings,91,Philadelphia 76ers,125,Box Score,,10100,
2008-11-04,8:30 pm,Boston Celtics,103,Houston Rockets,99,Box Score,,18291,
2008-11-04,7:30 pm,Phoenix Suns,114,New Jersey Nets,86,Box Score,,15230,
2008-11-04,8:30 pm,Dallas Mavericks,98,San Antonio Spurs,81,Box Score,,17398,
2008-11-05,8:00 pm,Chicago Bulls,93,Cleveland Cavaliers,107,Box Score,,20562,
2008-11-05,10:30 pm,Denver Nuggets,101,Golden State Warriors,111,Box Score,,18194,
2008-11-05,7:00 pm,Phoenix Suns,113,Indiana Pacers,103,Box Score,,11660,
2008-11-05,10:30 pm,Los Angeles Clippers,88,Los Angeles Lakers,106,Box Score,,18997,
2008-11-05,7:30 pm,Philadelphia 76ers,83,Miami Heat,106,Box Score,,15103,
2008-11-05,8:00 pm,Washington Wizards,104,Milwaukee Bucks,112,Box Score,OT,13895,
2008-11-05,8:00 pm,San Antonio Spurs,129,Minnesota Timberwolves,125,Box Score,2OT,11112,
2008-11-05,8:00 pm,Atlanta Hawks,87,New Orleans Hornets,79,Box Score,,16030,
2008-11-05,7:30 pm,Charlotte Bobcats,98,New York Knicks,101,Box Score,,17977,
2008-11-05,8:00 pm,Boston Celtics,96,Oklahoma City Thunder,83,Box Score,,19136,
2008-11-05,10:00 pm,Memphis Grizzlies,95,Sacramento Kings,100,Box Score,,13685,
2008-11-05,7:00 pm,Detroit Pistons,100,Toronto Raptors,93,Box Score,,18602,
2008-11-05,9:00 pm,Portland Trail Blazers,96,Utah Jazz,103,Box Score,,19911,
2008-11-06,8:00 pm,Philadelphia 76ers,88,Orlando Magic,98,Box Score,,16407,
2008-11-06,10:30 pm,Houston Rockets,99,Portland Trail Blazers,101,Box Score,OT,20611,
2008-11-07,7:30 pm,Toronto Raptors,92,Atlanta Hawks,110,Box Score,,18290,
2008-11-07,7:30 pm,Milwaukee Bucks,89,Boston Celtics,101,Box Score,,18624,
2008-11-07,7:00 pm,New Orleans Hornets,89,Charlotte Bobcats,92,Box Score,,13435,
2008-11-07,8:30 pm,Phoenix Suns,83,Chicago Bulls,100,Box Score,,21967,
2008-11-07,7:30 pm,Indiana Pacers,107,Cleveland Cavaliers,111,Box Score,,20562,
2008-11-07,10:30 pm,Dallas Mavericks,105,Denver Nuggets,108,Box Score,,19175,
2008-11-07,10:30 pm,Memphis Grizzlies,109,Golden State Warriors,104,Box Score,,18744,
2008-11-07,10:30 pm,Houston Rockets,92,Los Angeles Clippers,83,Box Score,,14670,
2008-11-07,7:30 pm,Detroit Pistons,96,New Jersey Nets,103,Box Score,,17767,
2008-11-07,10:00 pm,Minnesota Timberwolves,109,Sacramento Kings,121,Box Score,,10592,
2008-11-07,8:00 pm,Miami Heat,99,San Antonio Spurs,83,Box Score,,17387,
2008-11-07,9:00 pm,Oklahoma City Thunder,97,Utah Jazz,104,Box Score,,19911,
2008-11-07,7:00 pm,New York Knicks,114,Washington Wizards,108,Box Score,,20173,
2008-11-08,8:30 pm,Cleveland Cavaliers,106,Chicago Bulls,97,Box Score,,21965,
2008-11-08,7:00 pm,New Jersey Nets,80,Indiana Pacers,98,Box Score,,14355,
2008-11-08,8:30 pm,Phoenix Suns,104,Milwaukee Bucks,96,Box Score,,17935,
2008-11-08,8:00 pm,Miami Heat,89,New Orleans Hornets,100,Box Score,,17701,
2008-11-08,7:00 pm,Washington Wizards,81,Orlando Magic,106,Box Score,,16911,
2008-11-08,10:00 pm,Minnesota Timberwolves,93,Portland Trail Blazers,97,Box Score,,20599,
2008-11-09,1:00 pm,Toronto Raptors,89,Charlotte Bobcats,79,Box Score,,12111,
2008-11-09,8:00 pm,Memphis Grizzlies,90,Denver Nuggets,100,Box Score,,14359,
2008-11-09,6:00 pm,Boston Celtics,88,Detroit Pistons,76,Box Score,,22076,
2008-11-09,3:30 pm,Dallas Mavericks,92,Los Angeles Clippers,103,Box Score,,14249,
2008-11-09,9:30 pm,Houston Rockets,82,Los Angeles Lakers,111,Box Score,,18997,
2008-11-09,3:00 pm,Utah Jazz,99,New York Knicks,107,Box Score,,19344,
2008-11-09,7:00 pm,Atlanta Hawks,89,Oklahoma City Thunder,85,Box Score,,18231,
2008-11-09,9:00 pm,Golden State Warriors,98,Sacramento Kings,115,Box Score,,12090,
2008-11-10,7:30 pm,Toronto Raptors,87,Boston Celtics,94,Box Score,,18624,
2008-11-10,7:00 pm,Oklahoma City Thunder,99,Indiana Pacers,107,Box Score,,10165,
2008-11-10,7:30 pm,New Jersey Nets,94,Miami Heat,99,Box Score,,15028,
2008-11-10,7:00 pm,Portland Trail Blazers,106,Orlando Magic,99,Box Score,,14210,
2008-11-10,9:00 pm,Memphis Grizzlies,102,Phoenix Suns,107,Box Score,,18422,
2008-11-11,7:00 pm,Denver Nuggets,88,Charlotte Bobcats,80,Box Score,,10753,
2008-11-11,8:30 pm,Atlanta Hawks,113,Chicago Bulls,108,Box Score,,21738,
2008-11-11,7:00 pm,Milwaukee Bucks,93,Cleveland Cavaliers,99,Box Score,,19842,
2008-11-11,8:30 pm,Los Angeles Lakers,106,Dallas Mavericks,99,Box Score,,20391,
2008-11-11,10:30 pm,Minnesota Timberwolves,110,Golden State Warriors,113,Box Score,OT,17422,
2008-11-11,7:00 pm,Utah Jazz,93,Philadelphia 76ers,80,Box Score,,12839,
2008-11-11,10:00 pm,Detroit Pistons,100,Sacramento Kings,92,Box Score,,11423,
2008-11-11,8:30 pm,New York Knicks,80,San Antonio Spurs,92,Box Score,,16569,
2008-11-12,7:30 pm,Atlanta Hawks,102,Boston Celtics,103,Box Score,,18624,
2008-11-12,10:30 pm,Sacramento Kings,103,Los Angeles Clippers,98,Box Score,,13266,
2008-11-12,8:00 pm,New York Knicks,132,Memphis Grizzlies,103,Box Score,,10129,
2008-11-12,8:00 pm,Portland Trail Blazers,104,Miami Heat,96,Box Score,,15021,
2008-11-12,8:00 pm,San Antonio Spurs,78,Milwaukee Bucks,82,Box Score,,14036,
2008-11-12,7:30 pm,Indiana Pacers,98,New Jersey Nets,87,Box Score,,13551,
2008-11-12,8:00 pm,Los Angeles Lakers,93,New Orleans Hornets,86,Box Score,,18239,
2008-11-12,8:00 pm,Orlando Magic,109,Oklahoma City Thunder,92,Box Score,,18185,
2008-11-12,10:30 pm,Houston Rockets,94,Phoenix Suns,82,Box Score,,18422,
2008-11-12,7:00 pm,Philadelphia 76ers,106,Toronto Raptors,96,Box Score,,18093,
2008-11-12,8:00 pm,Utah Jazz,87,Washington Wizards,95,Box Score,,14885,
2008-11-13,8:30 pm,Dallas Mavericks,91,Chicago Bulls,98,Box Score,,21751,
2008-11-13,8:00 pm,Denver Nuggets,99,Cleveland Cavaliers,110,Box Score,,20562,
2008-11-13,10:30 pm,Detroit Pistons,107,Golden State Warriors,102,Box Score,,18477,
2008-11-14,8:00 pm,Denver Nuggets,94,Boston Celtics,85,Box Score,,18624,
2008-11-14,7:00 pm,Utah Jazz,96,Charlotte Bobcats,104,Box Score,,14189,
2008-11-14,8:30 pm,Orlando Magic,102,Dallas Mavericks,100,Box Score,,20085,
2008-11-14,7:00 pm,Philadelphia 76ers,94,Indiana Pacers,92,Box Score,,12742,
2008-11-14,10:30 pm,Detroit Pistons,106,Los Angeles Lakers,95,Box Score,,18997,
2008-11-14,8:00 pm,Milwaukee Bucks,101,Memphis Grizzlies,96,Box Score,OT,11308,
2008-11-14,7:30 pm,Washington Wizards,77,Miami Heat,97,Box Score,,15284,
2008-11-14,7:30 pm,Atlanta Hawks,108,New Jersey Nets,115,Box Score,,15309,
2008-11-14,8:00 pm,Portland Trail Blazers,82,New Orleans Hornets,87,Box Score,,16071,
2008-11-14,7:30 pm,Oklahoma City Thunder,106,New York Knicks,116,Box Score,,18008,
2008-11-14,10:00 pm,Phoenix Suns,97,Sacramento Kings,95,Box Score,OT,12810,
2008-11-14,8:30 pm,Houston Rockets,75,San Antonio Spurs,77,Box Score,,18797,
2008-11-15,7:00 pm,New Jersey Nets,119,Atlanta Hawks,107,Box Score,,18729,
2008-11-15,8:30 pm,Indiana Pacers,91,Chicago Bulls,104,Box Score,,21759,
2008-11-15,7:30 pm,Utah Jazz,93,Cleveland Cavaliers,105,Box Score,,20562,
2008-11-15,8:30 pm,New Orleans Hornets,82,Houston Rockets,91,Box Score,,18303,
2008-11-15,3:30 pm,Golden State Warriors,121,Los Angeles Clippers,103,Box Score,,12823,
2008-11-15,8:30 pm,Boston Celtics,102,Milwaukee Bucks,97,Box Score,OT,17952,
2008-11-15,8:00 pm,Portland Trail Blazers,88,Minnesota Timberwolves,83,Box Score,,12213,
2008-11-15,7:00 pm,Oklahoma City Thunder,85,Philadelphia 76ers,110,Box Score,,13385,
2008-11-16,5:30 pm,Orlando Magic,90,Charlotte Bobcats,85,Box Score,,12639,
2008-11-16,8:00 pm,Minnesota Timberwolves,84,Denver Nuggets,90,Box Score,,16721,
2008-11-16,6:00 pm,Dallas Mavericks,124,New York Knicks,114,Box Score,OT,19271,
2008-11-16,8:00 pm,Detroit Pistons,86,Phoenix Suns,104,Box Score,,18422,
2008-11-16,9:00 pm,San Antonio Spurs,90,Sacramento Kings,88,Box Score,,11699,
2008-11-16,1:00 pm,Miami Heat,96,Toronto Raptors,107,Box Score,,19800,
2008-11-17,10:30 pm,San Antonio Spurs,86,Los Angeles Clippers,83,Box Score,,14962,
2008-11-17,8:00 pm,Houston Rockets,100,Oklahoma City Thunder,89,Box Score,,18145,
2008-11-17,9:00 pm,Phoenix Suns,97,Utah Jazz,109,Box Score,,19911,
2008-11-18,7:30 pm,New York Knicks,101,Boston Celtics,110,Box Score,,18624,
2008-11-18,7:00 pm,Dallas Mavericks,100,Charlotte Bobcats,83,Box Score,,10935,
2008-11-18,9:00 pm,Milwaukee Bucks,105,Denver Nuggets,114,Box Score,,14413,
2008-11-18,10:30 pm,Portland Trail Blazers,106,Golden State Warriors,111,Box Score,,18284,
2008-11-18,7:00 pm,Atlanta Hawks,96,Indiana Pacers,113,Box Score,,13379,
2008-11-18,10:30 pm,Chicago Bulls,109,Los Angeles Lakers,116,Box Score,,18997,
2008-11-18,8:00 pm,Sacramento Kings,94,Memphis Grizzlies,109,Box Score,,10834,
2008-11-18,7:30 pm,Cleveland Cavaliers,106,New Jersey Nets,82,Box Score,,16911,
2008-11-18,7:00 pm,Toronto Raptors,90,Orlando Magic,103,Box Score,,16353,
2008-11-18,7:00 pm,Miami Heat,94,Washington Wizards,87,Box Score,,15102,
2008-11-19,7:00 pm,Washington Wizards,87,Atlanta Hawks,91,Box Score,,14416,
2008-11-19,7:30 pm,Cleveland Cavaliers,89,Detroit Pistons,96,Box Score,,22076,
2008-11-19,8:00 pm,Dallas Mavericks,96,Houston Rockets,86,Box Score,,18203,
2008-11-19,7:30 pm,Toronto Raptors,101,Miami Heat,95,Box Score,,15014,
2008-11-19,8:00 pm,Philadelphia 76ers,96,Minnesota Timberwolves,102,Box Score,,10111,
2008-11-19,8:00 pm,Sacramento Kings,105,New Orleans Hornets,96,Box Score,,15533,
2008-11-19,8:00 pm,Los Angeles Clippers,108,Oklahoma City Thunder,88,Box Score,,18312,
2008-11-19,10:30 pm,Chicago Bulls,74,Portland Trail Blazers,116,Box Score,,20599,
2008-11-19,8:30 pm,Denver Nuggets,91,San Antonio Spurs,81,Box Score,,16559,
2008-11-19,9:00 pm,Milwaukee Bucks,94,Utah Jazz,105,Box Score,,19911,
2008-11-20,8:00 pm,Detroit Pistons,80,Boston Celtics,98,Box Score,,18624,
2008-11-20,10:30 pm,Los Angeles Lakers,105,Phoenix Suns,92,Box Score,,18422,
2008-11-21,7:30 pm,Charlotte Bobcats,83,Atlanta Hawks,88,Box Score,,15068,
2008-11-21,8:30 pm,Memphis Grizzlies,76,Dallas Mavericks,91,Box Score,,20035,
2008-11-21,10:30 pm,Chicago Bulls,115,Golden State Warriors,110,Box Score,,19596,
2008-11-21,7:00 pm,Orlando Magic,100,Indiana Pacers,98,Box Score,OT,14699,
2008-11-21,10:30 pm,Denver Nuggets,90,Los Angeles Lakers,104,Box Score,,18997,
2008-11-21,8:30 pm,New York Knicks,87,Milwaukee Bucks,104,Box Score,,14898,
2008-11-21,8:00 pm,Boston Celtics,95,Minnesota Timberwolves,78,Box Score,,19107,
2008-11-21,9:30 pm,New Orleans Hornets,105,Oklahoma City Thunder,80,Box Score,,19136,
2008-11-21,7:00 pm,Los Angeles Clippers,88,Philadelphia 76ers,89,Box Score,,13474,
2008-11-21,10:00 pm,Portland Trail Blazers,117,Sacramento Kings,96,Box Score,,12056,
2008-11-21,8:30 pm,Utah Jazz,94,San Antonio Spurs,119,Box Score,,17354,
2008-11-21,7:00 pm,New Jersey Nets,129,Toronto Raptors,127,Box Score,OT,19800,
2008-11-21,7:00 pm,Houston Rockets,103,Washington Wizards,91,Box Score,,20173,
2008-11-22,7:00 pm,Milwaukee Bucks,79,Charlotte Bobcats,74,Box Score,,12096,
2008-11-22,7:30 pm,Atlanta Hawks,96,Cleveland Cavaliers,110,Box Score,,20562,
2008-11-22,8:00 pm,Utah Jazz,103,Memphis Grizzlies,94,Box Score,,13121,
2008-11-22,7:30 pm,Indiana Pacers,100,Miami Heat,109,Box Score,,18685,
2008-11-22,7:30 pm,Los Angeles Clippers,95,New Jersey Nets,112,Box Score,,17677,
2008-11-22,8:00 pm,Oklahoma City Thunder,97,New Orleans Hornets,109,Box Score,,16023,
2008-11-22,7:30 pm,Washington Wizards,117,New York Knicks,122,Box Score,,19763,
2008-11-22,7:00 pm,Houston Rockets,100,Orlando Magic,95,Box Score,,17461,
2008-11-22,9:00 pm,Portland Trail Blazers,92,Phoenix Suns,102,Box Score,,18422,
2008-11-23,9:00 pm,Chicago Bulls,101,Denver Nuggets,114,Box Score,,16202,
2008-11-23,6:00 pm,Minnesota Timberwolves,106,Detroit Pistons,80,Box Score,,22076,
2008-11-23,9:30 pm,Sacramento Kings,108,Los Angeles Lakers,118,Box Score,,18997,
2008-11-23,5:00 pm,Golden State Warriors,81,Philadelphia 76ers,89,Box Score,,13556,
2008-11-23,12:30 pm,Boston Celtics,118,Toronto Raptors,103,Box Score,,19800,
2008-11-24,7:00 pm,Philadelphia 76ers,84,Charlotte Bobcats,93,Box Score,,10848,
2008-11-24,10:30 pm,New Orleans Hornets,99,Los Angeles Clippers,87,Box Score,,14956,
2008-11-24,8:00 pm,San Antonio Spurs,94,Memphis Grizzlies,81,Box Score,,12053,
2008-11-24,7:30 pm,Houston Rockets,107,Miami Heat,98,Box Score,,18704,
2008-11-24,7:00 pm,Milwaukee Bucks,101,Orlando Magic,108,Box Score,,16245,
2008-11-24,10:00 pm,Sacramento Kings,90,Portland Trail Blazers,91,Box Score,,20467,
2008-11-24,9:00 pm,Chicago Bulls,101,Utah Jazz,100,Box Score,,19911,
2008-11-25,8:30 pm,Indiana Pacers,106,Dallas Mavericks,109,Box Score,,19996,
2008-11-25,10:30 pm,New Jersey Nets,93,Los Angeles Lakers,120,Box Score,,18997,
2008-11-25,7:30 pm,Cleveland Cavaliers,119,New York Knicks,101,Box Score,,19763,
2008-11-25,8:00 pm,Phoenix Suns,99,Oklahoma City Thunder,98,Box Score,,19136,
2008-11-25,7:00 pm,Golden State Warriors,100,Washington Wizards,124,Box Score,,13852,
2008-11-26,7:00 pm,Milwaukee Bucks,96,Atlanta Hawks,102,Box Score,,15730,
2008-11-26,7:30 pm,Golden State Warriors,111,Boston Celtics,119,Box Score,,18624,
2008-11-26,7:00 pm,Oklahoma City Thunder,82,Cleveland Cavaliers,117,Box Score,,19753,
2008-11-26,8:00 pm,New York Knicks,96,Detroit Pistons,110,Box Score,,22076,
2008-11-26,8:30 pm,Indiana Pacers,91,Houston Rockets,90,Box Score,,18194,
2008-11-26,10:30 pm,Denver Nuggets,106,Los Angeles Clippers,105,Box Score,,14934,
2008-11-26,8:00 pm,Phoenix Suns,110,Minnesota Timberwolves,102,Box Score,,11708,
2008-11-26,7:30 pm,Orlando Magic,96,Philadelphia 76ers,94,Box Score,,14985,
2008-11-26,10:00 pm,Miami Heat,68,Portland Trail Blazers,106,Box Score,,20528,
2008-11-26,10:00 pm,New Jersey Nets,116,Sacramento Kings,114,Box Score,OT,11650,
2008-11-26,8:30 pm,Chicago Bulls,88,San Antonio Spurs,98,Box Score,,17837,
2008-11-26,7:00 pm,Charlotte Bobcats,86,Toronto Raptors,93,Box Score,,17414,
2008-11-26,9:00 pm,Memphis Grizzlies,100,Utah Jazz,117,Box Score,,19911,
2008-11-27,10:30 pm,New Orleans Hornets,105,Denver Nuggets,101,Box Score,,15563,
2008-11-27,8:00 pm,Orlando Magic,105,Washington Wizards,90,Box Score,,13295,
2008-11-28,7:30 pm,Philadelphia 76ers,78,Boston Celtics,102,Box Score,,18624,
2008-11-28,7:30 pm,Golden State Warriors,97,Cleveland Cavaliers,112,Box Score,,20562,
2008-11-28,8:00 pm,Milwaukee Bucks,97,Detroit Pistons,107,Box Score,,22076,
2008-11-28,8:00 pm,Charlotte Bobcats,115,Indiana Pacers,108,Box Score,OT,17160,
2008-11-28,10:30 pm,Dallas Mavericks,107,Los Angeles Lakers,114,Box Score,,18997,
2008-11-28,8:00 pm,Minnesota Timberwolves,105,Oklahoma City Thunder,103,Box Score,,18229,
2008-11-28,8:00 pm,Miami Heat,107,Phoenix Suns,92,Box Score,,18422,
2008-11-28,10:00 pm,New Orleans Hornets,86,Portland Trail Blazers,101,Box Score,,20638,
2008-11-28,8:30 pm,Memphis Grizzlies,98,San Antonio Spurs,109,Box Score,,17074,
2008-11-28,7:00 pm,Atlanta Hawks,88,Toronto Raptors,93,Box Score,,19200,
2008-11-28,9:00 pm,Sacramento Kings,94,Utah Jazz,120,Box Score,,19911,
2008-11-29,7:00 pm,Boston Celtics,89,Charlotte Bobcats,84,Box Score,,19177,
2008-11-29,8:30 pm,San Antonio Spurs,84,Houston Rockets,103,Box Score,,18282,
2008-11-29,10:30 pm,Miami Heat,96,Los Angeles Clippers,97,Box Score,,16245,
2008-11-29,8:00 pm,Oklahoma City Thunder,111,Memphis Grizzlies,103,Box Score,,11977,
2008-11-29,9:00 pm,Cleveland Cavaliers,97,Milwaukee Bucks,85,Box Score,,16237,
2008-11-29,8:00 pm,Denver Nuggets,106,Minnesota Timberwolves,97,Box Score,,14197,
2008-11-29,7:30 pm,Golden State Warriors,125,New York Knicks,138,Box Score,,19317,
2008-11-29,7:00 pm,Indiana Pacers,96,Orlando Magic,110,Box Score,,17172,
2008-11-29,10:00 pm,Dallas Mavericks,101,Sacramento Kings,78,Box Score,,12650,
2008-11-29,9:00 pm,New Jersey Nets,105,Utah Jazz,88,Box Score,,19911,
2008-11-29,7:00 pm,Atlanta Hawks,102,Washington Wizards,98,Box Score,,18110,
2008-11-30,8:00 pm,Houston Rockets,94,Denver Nuggets,104,Box Score,,17201,
2008-11-30,3:00 pm,Portland Trail Blazers,96,Detroit Pistons,85,Box Score,,22076,
2008-11-30,9:30 pm,Toronto Raptors,99,Los Angeles Lakers,112,Box Score,,18997,
2008-11-30,5:00 pm,Chicago Bulls,103,Philadelphia 76ers,92,Box Score,,13561,
2008-11-30,8:00 pm,New Jersey Nets,117,Phoenix Suns,109,Box Score,,18422,
2008-12-01,7:30 pm,Orlando Magic,88,Boston Celtics,107,Box Score,,18624,
2008-12-01,7:00 pm,Minnesota Timberwolves,90,Charlotte Bobcats,100,Box Score,,9285,
2008-12-01,10:30 pm,Miami Heat,130,Golden State Warriors,129,Box Score,OT,18723,
2008-12-02,8:30 pm,Philadelphia 76ers,103,Chicago Bulls,95,Box Score,OT,20485,
2008-12-02,8:30 pm,Los Angeles Clippers,98,Dallas Mavericks,100,Box Score,,19670,
2008-12-02,9:00 pm,Toronto Raptors,93,Denver Nuggets,132,Box Score,,14243,
2008-12-02,7:00 pm,Los Angeles Lakers,117,Indiana Pacers,118,Box Score,,16412,
2008-12-02,7:30 pm,Washington Wizards,108,New Jersey Nets,88,Box Score,,15062,
2008-12-02,7:30 pm,Portland Trail Blazers,104,New York Knicks,97,Box Score,,18664,
2008-12-02,10:00 pm,Utah Jazz,99,Sacramento Kings,94,Box Score,,10798,
2008-12-02,8:30 pm,Detroit Pistons,89,San Antonio Spurs,77,Box Score,,17582,
2008-12-03,7:00 pm,Memphis Grizzlies,95,Atlanta Hawks,105,Box Score,,12088,
2008-12-03,7:30 pm,Indiana Pacers,96,Boston Celtics,114,Box Score,,18624,
2008-12-03,7:00 pm,Oklahoma City Thunder,97,Charlotte Bobcats,103,Box Score,,11629,
2008-12-03,7:00 pm,New York Knicks,82,Cleveland Cavaliers,118,Box Score,,20562,
2008-12-03,8:30 pm,Los Angeles Clippers,96,Houston Rockets,103,Box Score,,15358,
2008-12-03,8:00 pm,Chicago Bulls,90,Milwaukee Bucks,97,Box Score,,13684,
2008-12-03,8:00 pm,Phoenix Suns,91,New Orleans Hornets,104,Box Score,,15804,
2008-12-03,7:00 pm,Minnesota Timberwolves,89,Orlando Magic,100,Box Score,,15705,
2008-12-03,7:00 pm,Los Angeles Lakers,114,Philadelphia 76ers,102,Box Score,,19119,
